sentence_number,start,end,text,words,speaker
86,264.94,267.841,We always talk about how podcast discoverability is bad.,"[{'word': 'We', 'start': 264.94, 'end': 265.04, 'score': 0.818, 'speaker': 'SPEAKER_00'}, {'word': 'always', 'start': 265.06, 'end': 265.24, 'score': 0.834, 'speaker': 'SPEAKER_00'}, {'word': 'talk', 'start': 265.26, 'end': 265.46, 'score': 0.937, 'speaker': 'SPEAKER_00'}, {'word': 'about', 'start': 265.48, 'end': 265.68, 'score': 0.837, 'speaker': 'SPEAKER_00'}, {'word': 'how', 'start': 265.74, 'end': 265.92, 'score': 0.836, 'speaker': 'SPEAKER_00'}, {'word': 'podcast', 'start': 266.0, 'end': 266.441, 'score': 0.868, 'speaker': 'SPEAKER_00'}, {'word': 'discoverability', 'start': 266.461, 'end': 267.261, 'score': 0.931, 'speaker': 'SPEAKER_00'}, {'word': 'is', 'start': 267.461, 'end': 267.561, 'score': 0.682, 'speaker': 'SPEAKER_00'}, {'word': 'bad.', 'start': 267.601, 'end': 267.841, 'score': 0.992, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
87,268.021,271.642,"And that's one of the reasons we throw it on YouTube, because it's a discovery engine.","[{'word': 'And', 'start': 268.021, 'end': 268.101, 'score': 0.844, 'speaker': 'SPEAKER_00'}, {'word': ""that's"", 'start': 268.141, 'end': 268.301, 'score': 0.882, 'speaker': 'SPEAKER_00'}, {'word': 'one', 'start': 268.341, 'end': 268.421, 'score': 0.833, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 268.441, 'end': 268.481, 'score': 0.996, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 268.501, 'end': 268.561, 'score': 0.991, 'speaker': 'SPEAKER_00'}, {'word': 'reasons', 'start': 268.601, 'end': 268.841, 'score': 0.853, 'speaker': 'SPEAKER_00'}, {'word': 'we', 'start': 268.901, 'end': 269.061, 'score': 0.866, 'speaker': 'SPEAKER_00'}, {'word': 'throw', 'start': 269.181, 'end': 269.381, 'score': 0.928, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 269.421, 'end': 269.461, 'score': 0.994, 'speaker': 'SPEAKER_00'}, {'word': 'on', 'start': 269.522, 'end': 269.582, 'score': 0.763, 'speaker': 'SPEAKER_00'}, {'word': 'YouTube,', 'start': 269.622, 'end': 269.922, 'score': 0.56, 'speaker': 'SPEAKER_00'}, {'word': 'because', 'start': 270.162, 'end': 270.402, 'score': 0.817, 'speaker': 'SPEAKER_00'}, {'word': ""it's"", 'start': 270.442, 'end': 270.562, 'score': 0.919, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 270.602, 'end': 270.662, 'score': 0.655, 'speaker': 'SPEAKER_00'}, {'word': 'discovery', 'start': 270.702, 'end': 271.222, 'score': 0.856, 'speaker': 'SPEAKER_00'}, {'word': 'engine.', 'start': 271.362, 'end': 271.642, 'score': 0.828, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
88,271.842,272.222,That's true.,"[{'word': ""That's"", 'start': 271.842, 'end': 272.022, 'score': 0.717, 'speaker': 'SPEAKER_00'}, {'word': 'true.', 'start': 272.042, 'end': 272.222, 'score': 0.911, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
89,272.562,279.725,Amazon Music launched an AI feature that will help you find new episodes based on topics mentioned in the episode.,"[{'word': 'Amazon', 'start': 272.562, 'end': 272.943, 'score': 0.874, 'speaker': 'SPEAKER_00'}, {'word': 'Music', 'start': 272.983, 'end': 273.283, 'score': 0.88, 'speaker': 'SPEAKER_00'}, {'word': 'launched', 'start': 273.323, 'end': 273.563, 'score': 0.74, 'speaker': 'SPEAKER_00'}, {'word': 'an', 'start': 273.623, 'end': 273.683, 'score': 0.846, 'speaker': 'SPEAKER_00'}, {'word': 'AI', 'start': 273.823, 'end': 274.043, 'score': 0.894, 'speaker': 'SPEAKER_00'}, {'word': 'feature', 'start': 274.083, 'end': 274.463, 'score': 0.563, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 274.503, 'end': 274.623, 'score': 0.9, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 274.643, 'end': 275.083, 'score': 0.597, 'speaker': 'SPEAKER_00'}, {'word': 'help', 'start': 275.704, 'end': 275.844, 'score': 0.838, 'speaker': 'SPEAKER_00'}, {'word': 'you', 'start': 275.884, 'end': 275.984, 'score': 0.837, 'speaker': 'SPEAKER_00'}, {'word': 'find', 'start': 276.064, 'end': 276.364, 'score': 0.709, 'speaker': 'SPEAKER_00'}, {'word': 'new', 'start': 276.544, 'end': 276.684, 'score': 0.876, 'speaker': 'SPEAKER_00'}, {'word': 'episodes', 'start': 276.804, 'end': 277.304, 'score': 0.834, 'speaker': 'SPEAKER_00'}, {'word': 'based', 'start': 277.464, 'end': 277.704, 'score': 0.877, 'speaker': 'SPEAKER_00'}, {'word': 'on', 'start': 277.764, 'end': 277.844, 'score': 0.826, 'speaker': 'SPEAKER_00'}, {'word': 'topics', 'start': 277.924, 'end': 278.364, 'score': 0.845, 'speaker': 'SPEAKER_00'}, {'word': 'mentioned', 'start': 278.564, 'end': 279.005, 'score': 0.778, 'speaker': 'SPEAKER_00'}, {'word': 'in', 'start': 279.165, 'end': 279.245, 'score': 0.826, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 279.265, 'end': 279.345, 'score': 0.834, 'speaker': 'SPEAKER_00'}, {'word': 'episode.', 'start': 279.385, 'end': 279.725, 'score': 0.936, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
90,280.405,292.533,"So, quote, to suggest relevant topic tags, podcast transcripts and descriptions are analyzed by AI alongside human review to identify key topics that are discussed in a particular episode.","[{'word': 'So,', 'start': 280.405, 'end': 280.625, 'score': 0.843, 'speaker': 'SPEAKER_00'}, {'word': 'quote,', 'start': 280.825, 'end': 281.126, 'score': 0.749, 'speaker': 'SPEAKER_00'}, {'word': 'to', 'start': 281.266, 'end': 281.406, 'score': 0.936, 'speaker': 'SPEAKER_00'}, {'word': 'suggest', 'start': 281.446, 'end': 281.846, 'score': 0.839, 'speaker': 'SPEAKER_00'}, {'word': 'relevant', 'start': 281.926, 'end': 282.286, 'score': 0.875, 'speaker': 'SPEAKER_00'}, {'word': 'topic', 'start': 282.346, 'end': 282.767, 'score': 0.942, 'speaker': 'SPEAKER_00'}, {'word': 'tags,', 'start': 282.947, 'end': 283.387, 'score': 0.848, 'speaker': 'SPEAKER_00'}, {'word': 'podcast', 'start': 283.847, 'end': 284.348, 'score': 0.966, 'speaker': 'SPEAKER_00'}, {'word': 'transcripts', 'start': 284.408, 'end': 285.008, 'score': 0.786, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 285.268, 'end': 285.368, 'score': 0.883, 'speaker': 'SPEAKER_00'}, {'word': 'descriptions', 'start': 285.408, 'end': 285.889, 'score': 0.891, 'speaker': 'SPEAKER_00'}, {'word': 'are', 'start': 285.929, 'end': 286.009, 'score': 0.872, 'speaker': 'SPEAKER_00'}, {'word': 'analyzed', 'start': 286.109, 'end': 286.529, 'score': 0.833, 'speaker': 'SPEAKER_00'}, {'word': 'by', 'start': 286.569, 'end': 286.689, 'score': 0.9, 'speaker': 'SPEAKER_00'}, {'word': 'AI', 'start': 286.809, 'end': 287.149, 'score': 0.392, 'speaker': 'SPEAKER_00'}, {'word': 'alongside', 'start': 287.59, 'end': 288.17, 'score': 0.871, 'speaker': 'SPEAKER_00'}, {'word': 'human', 'start': 288.23, 'end': 288.49, 'score': 0.797, 'speaker': 'SPEAKER_00'}, {'word': 'review', 'start': 288.55, 'end': 288.87, 'score': 0.797, 'speaker': 'SPEAKER_00'}, {'word': 'to', 'start': 289.211, 'end': 289.311, 'score': 0.75, 'speaker': 'SPEAKER_00'}, {'word': 'identify', 'start': 289.371, 'end': 289.871, 'score': 0.895, 'speaker': 'SPEAKER_00'}, {'word': 'key', 'start': 289.951, 'end': 290.131, 'score': 0.949, 'speaker': 'SPEAKER_00'}, {'word': 'topics', 'start': 290.191, 'end': 290.512, 'score': 0.963, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 290.532, 'end': 290.632, 'score': 0.876, 'speaker': 'SPEAKER_00'}, {'word': 'are', 'start': 290.672, 'end': 290.752, 'score': 0.875, 'speaker': 'SPEAKER_00'}, {'word': 'discussed', 'start': 290.792, 'end': 291.192, 'score': 0.832, 'speaker': 'SPEAKER_00'}, {'word': 'in', 'start': 291.252, 'end': 291.312, 'score': 0.955, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 291.352, 'end': 291.412, 'score': 0.387, 'speaker': 'SPEAKER_00'}, {'word': 'particular', 'start': 291.492, 'end': 292.053, 'score': 0.908, 'speaker': 'SPEAKER_00'}, {'word': 'episode.', 'start': 292.113, 'end': 292.533, 'score': 0.811, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
91,293.614,295.955,So using AI for podcast discovery.,"[{'word': 'So', 'start': 293.614, 'end': 293.754, 'score': 0.8, 'speaker': 'SPEAKER_00'}, {'word': 'using', 'start': 293.874, 'end': 294.114, 'score': 0.777, 'speaker': 'SPEAKER_00'}, {'word': 'AI', 'start': 294.274, 'end': 294.614, 'score': 0.676, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 294.674, 'end': 294.794, 'score': 0.671, 'speaker': 'SPEAKER_00'}, {'word': 'podcast', 'start': 294.854, 'end': 295.355, 'score': 0.886, 'speaker': 'SPEAKER_00'}, {'word': 'discovery.', 'start': 295.395, 'end': 295.955, 'score': 0.861, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
92,296.695,297.796,Good idea or bad idea?,"[{'word': 'Good', 'start': 296.695, 'end': 296.836, 'score': 0.944, 'speaker': 'SPEAKER_00'}, {'word': 'idea', 'start': 296.876, 'end': 297.136, 'score': 0.888, 'speaker': 'SPEAKER_00'}, {'word': 'or', 'start': 297.296, 'end': 297.356, 'score': 0.837, 'speaker': 'SPEAKER_00'}, {'word': 'bad', 'start': 297.396, 'end': 297.556, 'score': 0.884, 'speaker': 'SPEAKER_00'}, {'word': 'idea?', 'start': 297.576, 'end': 297.796, 'score': 0.775, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
93,298.517,299.037,And go first.,"[{'word': 'And', 'start': 298.517, 'end': 298.597, 'score': 0.432, 'speaker': 'SPEAKER_00'}, {'word': 'go', 'start': 298.637, 'end': 298.757, 'score': 0.274, 'speaker': 'SPEAKER_00'}, {'word': 'first.', 'start': 298.797, 'end': 299.037, 'score': 0.731, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
94,300.478,302.259,It is a good idea.,"[{'word': 'It', 'start': 300.478, 'end': 300.558, 'score': 0.77, 'speaker': 'SPEAKER_00'}, {'word': 'is', 'start': 300.618, 'end': 300.718, 'score': 0.69, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 300.758, 'end': 300.798, 'score': 0.522, 'speaker': 'SPEAKER_00'}, {'word': 'good', 'start': 300.858, 'end': 301.118, 'score': 0.725, 'speaker': 'SPEAKER_00'}, {'word': 'idea.', 'start': 301.799, 'end': 302.259, 'score': 0.965, 'speaker': 'SPEAKER_01'}]",SPEAKER_00
95,304.637,305.298,specifically.,"[{'word': 'specifically.', 'start': 304.637, 'end': 305.298, 'score': 0.821, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
96,306.258,306.939,It's a good idea.,"[{'word': ""It's"", 'start': 306.258, 'end': 306.398, 'score': 0.752, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 306.418, 'end': 306.438, 'score': 0.988, 'speaker': 'SPEAKER_01'}, {'word': 'good', 'start': 306.478, 'end': 306.619, 'score': 0.94, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 306.679, 'end': 306.939, 'score': 0.887, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
97,307.639,308.26,I have a question.,"[{'word': 'I', 'start': 307.639, 'end': 307.679, 'score': 0.98, 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': 307.699, 'end': 307.799, 'score': 0.852, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 307.819, 'end': 307.839, 'score': 0.997, 'speaker': 'SPEAKER_01'}, {'word': 'question.', 'start': 307.879, 'end': 308.26, 'score': 0.748, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
98,308.28,309.14,I have an answer.,"[{'word': 'I', 'start': 308.28, 'end': 308.3, 'score': 0.001, 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': 308.7, 'end': 308.8, 'score': 0.887, 'speaker': 'SPEAKER_01'}, {'word': 'an', 'start': 308.82, 'end': 308.86, 'score': 0.978, 'speaker': 'SPEAKER_01'}, {'word': 'answer.', 'start': 308.9, 'end': 309.14, 'score': 0.805, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
99,309.501,316.346,Does it only serve you different episodes of that same podcast or does it give you different podcasts?,"[{'word': 'Does', 'start': 309.501, 'end': 309.661, 'score': 0.729, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 309.741, 'end': 309.801, 'score': 0.75, 'speaker': 'SPEAKER_01'}, {'word': 'only', 'start': 310.602, 'end': 310.902, 'score': 0.698, 'speaker': 'SPEAKER_01'}, {'word': 'serve', 'start': 311.022, 'end': 311.282, 'score': 0.832, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 311.322, 'end': 311.502, 'score': 0.829, 'speaker': 'SPEAKER_01'}, {'word': 'different', 'start': 311.642, 'end': 312.023, 'score': 0.864, 'speaker': 'SPEAKER_01'}, {'word': 'episodes', 'start': 312.083, 'end': 312.623, 'score': 0.905, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 312.763, 'end': 312.843, 'score': 0.83, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 312.883, 'end': 313.023, 'score': 0.865, 'speaker': 'SPEAKER_01'}, {'word': 'same', 'start': 313.063, 'end': 313.283, 'score': 0.838, 'speaker': 'SPEAKER_01'}, {'word': 'podcast', 'start': 313.404, 'end': 314.144, 'score': 0.911, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 314.264, 'end': 314.344, 'score': 0.67, 'speaker': 'SPEAKER_01'}, {'word': 'does', 'start': 314.404, 'end': 314.604, 'score': 0.718, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 314.705, 'end': 314.785, 'score': 0.667, 'speaker': 'SPEAKER_01'}, {'word': 'give', 'start': 314.965, 'end': 315.105, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 315.145, 'end': 315.265, 'score': 0.81, 'speaker': 'SPEAKER_01'}, {'word': 'different', 'start': 315.345, 'end': 315.645, 'score': 0.827, 'speaker': 'SPEAKER_01'}, {'word': 'podcasts?', 'start': 315.685, 'end': 316.346, 'score': 0.818, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
100,316.426,318.888,Different podcasts and different episodes.,"[{'word': 'Different', 'start': 316.426, 'end': 316.726, 'score': 0.847, 'speaker': 'SPEAKER_01'}, {'word': 'podcasts', 'start': 316.746, 'end': 317.286, 'score': 0.825, 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': 318.167, 'end': 318.247, 'score': 0.838, 'speaker': 'SPEAKER_00'}, {'word': 'different', 'start': 318.287, 'end': 318.467, 'score': 0.985, 'speaker': 'SPEAKER_00'}, {'word': 'episodes.', 'start': 318.487, 'end': 318.888, 'score': 0.95, 'speaker': 'SPEAKER_00'}]",SPEAKER_01
101,318.948,319.548,It's a good idea.,"[{'word': ""It's"", 'start': 318.948, 'end': 319.048, 'score': 0.253, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 319.068, 'end': 319.088, 'score': 0.002}, {'word': 'good', 'start': 319.108, 'end': 319.228, 'score': 0.23}, {'word': 'idea.', 'start': 319.248, 'end': 319.548, 'score': 0.56}]",SPEAKER_00
102,320.789,321.63,So we got one good idea.,"[{'word': 'So', 'start': 320.789, 'end': 320.869, 'score': 0.962, 'speaker': 'SPEAKER_00'}, {'word': 'we', 'start': 320.909, 'end': 320.969, 'score': 0.82, 'speaker': 'SPEAKER_00'}, {'word': 'got', 'start': 320.989, 'end': 321.089, 'score': 0.846, 'speaker': 'SPEAKER_00'}, {'word': 'one', 'start': 321.149, 'end': 321.249, 'score': 0.754, 'speaker': 'SPEAKER_00'}, {'word': 'good', 'start': 321.269, 'end': 321.409, 'score': 0.806, 'speaker': 'SPEAKER_00'}, {'word': 'idea.', 'start': 321.45, 'end': 321.63, 'score': 0.989, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
103,323.579,331.004,"What I'm assuming you're getting at is the idea is great, but the product person doing it maybe isn't.","[{'word': 'What', 'start': 323.579, 'end': 323.719, 'score': 0.96, 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': 323.759, 'end': 323.899, 'score': 0.732, 'speaker': 'SPEAKER_02'}, {'word': 'assuming', 'start': 323.919, 'end': 324.4, 'score': 0.831, 'speaker': 'SPEAKER_02'}, {'word': ""you're"", 'start': 324.44, 'end': 324.74, 'score': 0.566, 'speaker': 'SPEAKER_02'}, {'word': 'getting', 'start': 325.721, 'end': 326.061, 'score': 0.992, 'speaker': 'SPEAKER_02'}, {'word': 'at', 'start': 326.161, 'end': 326.241, 'score': 0.894, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 326.321, 'end': 326.421, 'score': 0.794, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 326.581, 'end': 326.681, 'score': 0.835, 'speaker': 'SPEAKER_02'}, {'word': 'idea', 'start': 326.761, 'end': 327.082, 'score': 0.917, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 327.122, 'end': 327.222, 'score': 0.424, 'speaker': 'SPEAKER_02'}, {'word': 'great,', 'start': 327.262, 'end': 327.522, 'score': 0.842, 'speaker': 'SPEAKER_02'}, {'word': 'but', 'start': 327.642, 'end': 327.782, 'score': 0.978, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 328.683, 'end': 328.783, 'score': 0.88, 'speaker': 'SPEAKER_02'}, {'word': 'product', 'start': 328.823, 'end': 329.243, 'score': 0.826, 'speaker': 'SPEAKER_02'}, {'word': 'person', 'start': 329.343, 'end': 329.783, 'score': 0.908, 'speaker': 'SPEAKER_02'}, {'word': 'doing', 'start': 329.843, 'end': 330.164, 'score': 0.849, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 330.244, 'end': 330.304, 'score': 0.77, 'speaker': 'SPEAKER_02'}, {'word': 'maybe', 'start': 330.384, 'end': 330.684, 'score': 0.944, 'speaker': 'SPEAKER_02'}, {'word': ""isn't."", 'start': 330.764, 'end': 331.004, 'score': 0.897, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
104,331.184,331.324,Yeah.,"[{'word': 'Yeah.', 'start': 331.184, 'end': 331.324, 'score': 0.402, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
105,331.344,332.745,It may or may not be good.,"[{'word': 'It', 'start': 331.344, 'end': 331.465, 'score': 0.621, 'speaker': 'SPEAKER_01'}, {'word': 'may', 'start': 331.485, 'end': 331.645, 'score': 0.612, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 331.685, 'end': 331.745, 'score': 0.228, 'speaker': 'SPEAKER_01'}, {'word': 'may', 'start': 331.805, 'end': 331.945, 'score': 0.634, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 331.985, 'end': 332.205, 'score': 0.506, 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': 332.265, 'end': 332.405, 'score': 0.938, 'speaker': 'SPEAKER_01'}, {'word': 'good.', 'start': 332.445, 'end': 332.745, 'score': 0.839, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
106,332.826,333.926,May or may not work well.,"[{'word': 'May', 'start': 332.826, 'end': 333.026, 'score': 0.786, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 333.046, 'end': 333.086, 'score': 0.051, 'speaker': 'SPEAKER_01'}, {'word': 'may', 'start': 333.126, 'end': 333.266, 'score': 0.888, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 333.306, 'end': 333.446, 'score': 0.888, 'speaker': 'SPEAKER_01'}, {'word': 'work', 'start': 333.486, 'end': 333.666, 'score': 0.924, 'speaker': 'SPEAKER_01'}, {'word': 'well.', 'start': 333.726, 'end': 333.926, 'score': 0.558, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
107,334.026,337.509,"May or may not actually follow through, but that's fine.","[{'word': 'May', 'start': 334.026, 'end': 334.186, 'score': 0.696, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 334.206, 'end': 334.246, 'score': 0.012, 'speaker': 'SPEAKER_01'}, {'word': 'may', 'start': 334.267, 'end': 334.407, 'score': 0.719, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 334.447, 'end': 334.647, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'actually', 'start': 335.247, 'end': 335.667, 'score': 0.866, 'speaker': 'SPEAKER_01'}, {'word': 'follow', 'start': 335.748, 'end': 336.028, 'score': 0.897, 'speaker': 'SPEAKER_01'}, {'word': 'through,', 'start': 336.048, 'end': 336.288, 'score': 0.756, 'speaker': 'SPEAKER_01'}, {'word': 'but', 'start': 336.408, 'end': 336.608, 'score': 0.688, 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': 336.788, 'end': 336.988, 'score': 0.9, 'speaker': 'SPEAKER_01'}, {'word': 'fine.', 'start': 337.028, 'end': 337.509, 'score': 0.646, 'speaker': 'SPEAKER_02'}]",SPEAKER_01
108,337.549,338.489,This is just for the idea.,"[{'word': 'This', 'start': 337.549, 'end': 337.669, 'score': 0.912, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 337.729, 'end': 337.789, 'score': 0.878, 'speaker': 'SPEAKER_02'}, {'word': 'just', 'start': 337.829, 'end': 337.969, 'score': 0.849, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 337.989, 'end': 338.089, 'score': 0.822, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 338.109, 'end': 338.209, 'score': 0.675, 'speaker': 'SPEAKER_00'}, {'word': 'idea.', 'start': 338.249, 'end': 338.489, 'score': 0.821, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
